Date,Florida,New York,Pennsylvania,Virginia,West Virginia,Illinois,Indiana,Kansas,Kentucky,Michigan,Missouri,Nebraska,North Dakota,Ohio,Oklahoma,South Dakota,Tennessee,Alabama,Arkansas,Louisana,Mississippi,New Mexico,Texas,Colorado,Idaho,Montana,Utah,Wyoming,Alaska,Arizona,California,Nevada
Dec-10,176,32,278,0,144,744,153,3564,313,610,9,211,10623,405,6461,135,22,658,485,5762,2111,5823,39635,3027,0,2118,2174,4509,18966,0,16619,36
Jan-11,172,32,297,1,161,728,151,3352,165,627,10,204,10586,395,6282,138,30,638,484,5692,2087,5922,39726,2903,0,2031,2084,4400,14378,2,16581,34
Feb-11,147,29,268,1,148,615,145,3049,95,555,10,184,9723,357,5005,124,22,596,443,5157,1866,4604,34376,2751,0,1867,1910,3994,17114,2,15115,31
Mar-11,173,32,297,1,179,809,161,3659,211,596,11,206,11128,395,6908,139,25,664,491,6002,2031,6028,41451,3238,0,2059,2196,4548,18940,2,16691,32
Apr-11,166,31,287,1,172,719,150,3416,194,559,12,202,10493,383,6513,133,24,649,474,5622,1975,5805,40467,3208,0,1951,2147,4469,18183,2,16205,32
May-11,169,32,297,1,181,728,143,3582,190,581,11,218,11236,395,6881,128,25,707,494,5821,2040,5975,43185,3285,0,2016,2198,4600,18043,3,16842,36
Jun-11,162,31,287,1,168,749,165,3490,209,568,10,219,11533,383,6779,125,24,687,480,5547,1977,5802,42018,3226,0,1959,2165,4557,16603,3,16226,36
Jul-11,164,32,286,1,182,774,170,3443,276,562,10,213,13153,395,6944,139,25,717,506,5723,2082,6096,44557,3295,0,2026,2220,4693,14036,2,16599,36
Aug-11,144,32,286,1,238,814,181,3644,179,585,9,216,13776,395,6969,141,25,745,490,5826,2047,6211,46209,3439,0,2044,2246,4681,16310,6,16570,35
Sep-11,173,31,277,1,186,789,177,3419,210,582,9,218,13867,383,7021,137,24,700,496,5575,1970,6024,46147,3405,0,1965,2228,4502,17544,3,15974,35
Oct-11,187,32,286,1,180,822,184,3401,198,615,9,225,15148,395,7369,146,25,735,501,6155,2030,6246,49474,3557,0,2099,2340,4719,17539,4,16559,33
Nov-11,182,31,277,1,176,804,182,3639,95,599,9,217,15258,383,7359,141,24,754,503,5992,1953,6367,49773,3551,0,2063,2269,4643,17794,4,16145,34
Dec-11,185,32,286,1,176,809,177,3407,305,611,8,221,16533,395,7569,144,25,781,516,6165,1985,6439,52360,3640,0,2077,2302,4710,18345,3,16665,34
Jan-12,182,31,332,1,187,803,172,3696,106,629,11,274,16923,433,7864,157,31,775,534,5980,1962,6729,53474,3719,0,2060,2324,4714,18374,4,16649,32
Feb-12,174,29,310,1,192,780,165,3428,649,600,11,238,16140,405,7391,146,29,732,526,5508,1862,6285,51393,3552,0,1990,2204,4524,16885,3,15602,32
Mar-12,180,31,332,1,225,822,188,3652,364,632,11,277,17958,433,7920,152,31,787,561,5974,2054,6798,55792,3929,0,2081,2414,4915,17592,4,16552,32
Apr-12,163,30,321,1,211,805,166,3591,51,626,11,253,18285,419,7855,142,30,751,542,5840,1994,6702,56111,3684,0,2127,2374,4665,16572,4,16227,31
May-12,171,31,332,1,204,847,186,3750,411,632,16,254,19887,433,8372,153,31,753,547,6134,2094,6956,59307,4090,0,2186,2474,4854,16926,3,16719,32
Jun-12,179,30,321,1,205,812,181,3565,242,607,15,266,19867,419,7799,146,30,751,528,5828,2008,6837,58481,3794,0,2040,2438,4663,14790,4,16236,30
Jul-12,189,31,399,1,184,827,184,3645,226,608,16,257,20885,433,8469,147,31,787,529,6134,2043,7336,61923,4034,0,2248,2566,4882,12872,5,16783,30
Aug-12,173,31,399,1,217,837,199,3725,220,635,17,216,21749,433,8911,144,31,826,537,5544,1999,7319,63695,4108,0,2300,2665,4956,12539,5,16777,31
Sep-12,172,30,386,0,191,785,202,3530,242,603,16,243,21785,419,8504,139,30,826,547,5183,1968,7338,62702,4178,0,2259,2638,4812,15062,5,16102,29
Oct-12,181,31,399,1,232,828,248,3858,215,621,18,268,23151,433,9371,143,31,847,561,6388,2074,7781,66741,4776,0,2445,2774,4948,16946,5,16822,30
Nov-12,188,30,386,1,256,809,241,3673,189,603,17,244,22000,419,9073,144,30,837,576,6177,2009,7586,66495,4793,0,2348,2685,4853,16596,6,16182,29
Dec-12,184,31,399,0,269,779,219,3639,280,655,17,233,23734,433,9172,142,31,854,550,6304,2071,7883,69144,5000,0,2410,2654,5022,17248,5,16559,29
Jan-13,187,31,401,1,352,818,226,3956,184,687,19,198,22815,481,9818,150,28,901,567,6168,2063,7879,70444,4840,0,2387,2578,4945,17012,5,16540,27
Feb-13,167,28,362,1,366,726,186,3260,192,625,14,187,21790,435,7975,142,26,809,519,5667,1861,7222,65381,4527,0,2196,2453,4653,15146,5,15002,28
Mar-13,200,31,401,1,466,812,205,4089,197,665,15,209,24280,481,9811,165,28,889,566,6193,2057,8044,74022,5074,0,2479,2775,5384,16527,5,16891,30
Apr-13,120,30,388,1,464,792,201,4002,185,618,16,203,23700,545,10098,154,27,844,552,5921,2032,8346,72727,5053,0,2474,2725,5146,15676,5,16436,29
May-13,169,31,401,1,588,802,196,4065,194,644,18,214,25033,564,10451,149,28,878,554,6209,2077,8704,77401,5157,0,2525,2918,5402,15977,7,16992,27
Jun-13,167,30,388,1,677,755,198,3829,205,617,17,211,24616,545,10276,144,27,831,538,6042,1958,8543,76020,5091,0,2398,2821,5243,14567,6,16340,28
Jul-13,172,31,499,1,777,834,200,3911,201,648,15,222,26942,818,10435,147,28,875,546,6199,2059,8893,80111,5573,0,2553,3038,5247,15282,6,16902,29
Aug-13,197,31,499,1,779,839,205,3990,191,658,18,236,28137,818,11183,158,28,894,567,6182,2055,9011,81159,5857,0,2558,3136,5541,13270,5,16988,28
Sep-13,200,30,483,1,672,782,186,3841,186,646,17,239,27918,791,11020,163,27,850,543,5940,1950,8958,80106,5691,0,2414,3112,5441,15332,4,16421,28
Oct-13,203,31,499,1,649,819,202,4164,196,659,18,275,29175,853,11524,156,28,897,561,5936,2013,9336,83437,6484,0,2492,3247,5544,16136,5,16915,26
Nov-13,197,30,483,0,711,770,198,3845,182,637,17,290,29214,825,10437,163,27,867,542,5837,1936,8583,80861,6456,0,2429,3157,5540,16077,4,16565,27
Dec-13,196,31,499,1,739,791,196,3893,190,678,16,323,28741,853,10784,160,28,875,584,5994,1996,9271,86245,6499,0,2383,3058,5396,16922,4,16935,27
Jan-14,182,30,563,1,677,700,165,4280,197,632,15,303,28986,1019,11815,157,28,800,559,5751,1900,9522,88170,6560,0,2411,3186,5646,16790,4,17137,26
Feb-14,166,27,509,1,661,658,157,3553,187,613,14,287,26526,920,10338,138,25,773,515,5307,1791,8935,81172,6022,0,2228,2980,5162,14427,5,15455,24
Mar-14,190,30,563,1,735,785,197,4077,198,677,16,257,30115,1019,11943,153,28,838,574,6033,1981,10026,91854,7197,0,2453,3350,5942,16432,5,17098,27
Apr-14,189,29,545,1,660,804,183,4067,209,640,25,234,29974,1150,10439,144,27,791,537,5734,1929,9955,91469,7126,0,2428,3380,5886,16102,5,16772,26
May-14,191,30,563,1,734,813,206,4233,208,633,18,233,32061,1188,12627,147,28,836,572,5999,1999,10354,95139,7837,0,2454,3493,6239,16247,4,17423,27
Jun-14,204,29,545,1,733,786,202,3916,213,596,17,232,32574,1150,12272,146,27,805,559,5842,2004,9956,94311,7898,0,2436,3436,6266,14535,4,16746,27
Jul-14,194,30,600,1,807,839,221,4257,229,614,17,238,34367,1362,13263,153,28,801,576,5817,2050,10722,99761,8398,0,2577,3512,6435,13094,6,17330,28
Aug-14,180,30,600,2,899,836,223,4217,219,603,15,248,34931,1362,12820,148,28,787,574,5856,2061,10782,101502,8720,0,2560,3525,6671,12337,6,17575,26
Sep-14,171,29,580,1,1032,821,242,4197,231,591,15,220,35328,1318,13003,149,27,818,570,5710,2049,10163,98565,8349,0,2528,3469,6674,14323,5,17042,26
Oct-14,185,30,600,2,1050,865,249,4437,236,619,16,257,36467,1546,13855,152,28,836,592,5882,2220,11500,104127,9035,0,2613,3583,7184,15504,5,17617,26
Nov-14,183,29,580,1,1135,778,223,4078,205,581,14,279,35440,1496,13251,150,27,849,561,5608,2156,11319,103440,8861,0,2538,3446,6742,15386,4,17085,25
Dec-14,192,30,600,2,1208,863,239,4206,293,620,14,262,37858,1546,13976,160,28,892,586,5917,2256,11828,109821,9635,0,2671,3550,7271,15953,4,17420,27
Jan-15,193,24,569,2,912,794,211,4169,279,602,14,260,36690,1941,13904,158,25,852,560,5842,2194,11408,106571,9869,0,2587,3454,7297,15510,3,17475,25
Feb-15,182,22,572,1,894,664,181,3745,256,537,11,264,32777,1753,12214,141,23,800,492,5258,2013,11019,99410,9167,0,2413,3081,6681,13658,3,15735,22
Mar-15,173,24,629,1,981,755,190,4205,118,589,13,272,36654,1941,14881,150,25,874,546,5590,2251,12997,111975,10343,0,2627,3424,7641,15684,4,17393,24
Apr-15,124,24,600,1,1040,839,194,3815,128,550,13,254,34956,2264,14306,146,24,792,519,5388,2198,12814,106909,10170,0,2462,3252,7530,15296,5,16797,25
May-15,206,24,626,1,1095,816,186,3793,416,565,13,257,37089,2339,14366,142,25,846,531,5635,2261,13230,108632,10577,0,2509,3315,7457,14650,4,17333,24
Jun-15,196,24,581,1,1072,786,183,4075,188,535,12,241,36116,2264,14032,132,24,804,518,5282,2086,12489,103513,10160,0,2356,3088,7082,13397,4,16483,24
Jul-15,194,24,609,1,1046,816,177,3886,278,545,13,232,37216,2328,13869,135,25,812,524,5329,2097,12580,106610,10680,0,2380,3142,7292,13940,5,16879,25
Aug-15,196,24,573,1,998,809,190,3760,225,547,13,283,36614,2328,13747,138,25,794,520,5358,2044,12882,105550,10869,3,2339,3089,7254,12642,4,16942,24
Sep-15,182,24,561,1,913,820,183,3608,235,522,12,238,34661,2253,13598,131,24,795,513,5496,1966,12470,102162,10255,7,2236,2870,7020,14172,3,16376,22
Oct-15,191,24,585,1,886,832,184,3635,309,537,13,219,36136,2457,14123,133,25,807,516,5380,2012,12640,105035,10737,7,2265,2900,7215,15407,2,16829,23
Nov-15,184,24,575,1,790,760,163,3192,74,513,11,196,35229,2378,13246,128,24,758,492,5078,1897,12428,101541,10273,6,2171,2716,6933,15685,0,16336,23
Dec-15,187,24,608,1,944,828,176,3598,357,518,12,194,35498,2457,14180,129,25,760,499,5190,1902,11139,102846,10317,7,2212,2805,7069,16190,1,16705,23
Jan-16,180,19,562,1,690,693,142,3373,232,497,11,198,34548,2134,14108,129,22,750,487,4880,1872,11737,103460,10329,9,2128,2717,6745,15985,1,16665,22
Feb-16,162,18,511,1,628,697,133,3179,117,463,10,171,32252,1996,11826,118,20,671,458,4701,1716,11794,95648,9487,13,1972,2445,6136,14713,1,15371,22
Mar-16,173,19,560,1,623,786,160,3479,252,478,11,190,34222,2134,13283,122,22,691,470,5030,1771,12591,100881,9908,25,2072,2547,6526,15842,1,16349,23
Apr-16,159,18,586,1,605,723,149,3067,167,454,10,197,31054,1870,12473,115,21,652,469,4888,1720,12145,96487,9507,24,1950,2500,6197,14665,1,15517,22
May-16,163,19,573,1,642,727,152,3274,102,476,10,199,32247,1933,13416,123,22,686,461,4959,1774,12182,98012,9669,26,1994,2553,6106,15658,0,15726,23
Jun-16,158,18,492,1,620,747,159,3236,324,466,10,185,30595,1870,12780,115,21,658,453,4678,1674,11678,94113,9287,25,1909,2389,5794,14103,0,14511,24
Jul-16,151,19,506,0,681,692,150,3131,266,472,9,189,31724,1701,12838,118,22,670,450,4871,1714,12146,97241,9967,23,1935,2493,6020,13584,0,15673,24
Aug-16,163,19,509,1,691,742,158,3139,164,473,10,190,30264,1701,13027,118,22,668,465,4653,1680,12167,97201,10044,10,1887,2565,5839,14265,0,15715,24
Sep-16,153,18,480,1,589,708,154,3023,169,455,10,184,28967,1646,12462,113,21,658,453,4628,1594,12019,93625,9743,15,1826,2480,5606,13598,0,15161,24
Oct-16,160,19,488,0,621,713,151,3102,137,479,11,206,32144,1555,13189,113,22,680,454,4835,1635,12655,97781,11150,13,1891,2624,5993,15383,1,15534,24
Nov-16,159,18,499,0,620,688,150,2983,297,459,10,192,30797,1504,12899,113,21,656,443,4447,1590,12485,94885,9605,15,1836,2551,5853,15433,1,14964,22
Dec-16,154,19,507,0,625,721,159,2958,369,467,10,187,28995,1555,12928,108,22,666,455,4504,1647,13035,98034,10399,16,1777,2664,5851,16148,1,14894,23
Jan-17,162,16,489,1,719,687,154,3002,150,464,10,189,30266,1704,12642,110,23,631,447,4463,1573,13001,98917,9185,12,1778,2663,5744,16055,1,15016,23
Feb-17,143,14,422,1,673,658,140,2889,120,421,9,180,28712,1539,11968,104,21,569,416,4156,1409,12390,92455,8313,11,1646,2484,5299,14434,1,13873,21
Mar-17,176,16,481,1,695,727,157,3076,255,451,11,191,31505,1704,13691,115,23,621,460,4690,1576,13702,102722,10224,11,1795,2834,6306,16300,1,14878,25
Apr-17,169,15,495,1,680,676,155,2976,346,454,10,181,31207,1619,12932,113,22,578,440,4485,1516,13092,99602,10471,11,1724,2725,6132,15759,1,14406,22
May-17,176,16,496,1,743,684,142,3104,147,470,10,185,31839,1673,13427,105,23,595,451,4509,1545,14328,105351,11089,8,1796,2931,6276,15734,1,14823,25
Jun-17,157,15,464,0,746,699,150,3043,215,457,10,185,30681,1619,13626,107,22,565,434,4247,1411,13293,102902,10728,7,1735,2923,6061,13843,1,14239,24
Jul-17,172,16,621,0,741,673,145,2983,124,479,10,133,32255,1713,13888,109,23,559,450,4401,1469,13852,107122,11553,7,1757,2931,6351,13102,1,14614,27
Aug-17,170,16,592,1,786,720,156,3080,333,478,10,179,33438,1713,14311,111,23,559,446,4370,1499,14236,104084,12272,6,1774,3058,6436,13971,1,14569,25
Sep-17,135,15,569,0,726,692,142,2837,212,458,9,172,32884,1658,13928,107,22,539,431,4180,1460,15013,106306,12521,5,1691,2947,6467,14465,1,14139,23
Oct-17,153,16,686,0,704,696,149,2999,14,487,9,177,36310,1708,15049,112,23,545,446,4184,1471,16201,116117,13079,4,1715,3045,6848,15705,2,14607,24
Nov-17,148,15,636,1,718,701,146,2984,243,451,9,173,35482,1653,15130,107,22,533,431,4270,1427,15843,116269,13067,4,1643,2929,6788,15297,1,14095,24
Dec-17,163,16,611,1,697,701,143,2851,317,452,9,181,36084,1708,15363,104,23,532,437,4357,1427,17203,121712,13945,4,1663,2969,6997,15883,1,14144,22
Jan-18,163,19,531,0,828,599,120,2931,63,456,4,162,36057,1607,16306,110,18,513,425,3856,1407,16745,120481,13501,5,1697,3130,6905,15739,1,14367,23
Feb-18,148,17,514,1,699,620,135,2684,124,413,7,159,32501,1451,14688,102,16,478,390,3774,1352,16319,112361,11930,6,1553,2877,6284,14367,1,12971,21
Mar-18,168,19,555,0,841,714,141,3041,369,440,9,180,35552,1607,17093,109,18,534,426,4153,1471,19168,129418,13374,8,1685,3320,7242,15878,1,14310,21
Apr-18,137,18,563,0,795,672,129,2889,106,434,8,168,36283,1720,15978,105,17,513,421,3997,1405,19306,126679,13418,13,1703,2999,7031,14922,1,13937,21
May-18,147,19,587,0,821,737,158,3086,206,463,9,176,38133,1778,16466,108,18,504,437,4233,1449,20020,131051,13771,13,1811,2941,7187,15367,1,14392,21
Jun-18,157,18,542,0,828,694,143,2927,276,467,8,171,36475,1720,15214,104,17,482,419,4035,1392,19439,130690,12717,13,1764,2796,6923,13521,1,13854,19
Jul-18,164,19,554,0,944,735,142,2957,116,481,8,183,39002,2138,16431,105,18,493,421,4109,1428,20364,136649,13514,10,1796,3101,7291,12237,1,14281,19
Aug-18,118,19,540,1,1093,763,150,3008,174,472,9,181,39648,2138,17814,108,18,491,425,4111,1427,22058,141487,15134,6,1918,3199,7778,13259,1,14303,20
Sep-18,156,18,555,0,1128,691,131,2787,307,449,9,172,40279,2069,16263,107,17,471,415,3869,1368,22044,140073,15172,3,1862,3255,7781,14144,1,13954,22
Oct-18,165,19,588,0,1285,744,147,2879,63,463,9,173,42675,2207,17532,108,18,479,419,4080,1447,24083,145299,16197,3,1894,3262,7781,15083,1,14419,24
Nov-18,159,18,497,1,1125,732,146,2768,196,442,8,168,40874,2135,17231,104,17,460,405,3890,1399,23847,144018,16077,5,1913,3140,7623,14919,1,13981,22
Dec-18,158,19,450,1,1231,719,141,2757,265,454,8,163,42959,2207,18541,103,18,463,403,3994,1408,25485,150720,16552,3,1954,3098,8119,15366,1,14396,23
Jan-19,154,23,579,0,1255,687,139,2807,179,425,7,163,42947,1959,17912,104,21,454,405,3930,1450,25046,148735,15900,3,1923,3116,8107,15383,1,14172,23
Feb-19,137,21,438,0,1065,586,120,2486,143,389,7,142,36950,1823,15942,95,16,417,364,3573,1316,23169,136425,14154,2,1645,2870,7382,13653,0,12768,21
Mar-19,143,23,509,1,1034,699,139,2838,289,435,8,156,42676,2151,18086,103,17,430,399,3991,1444,26699,150744,14906,2,1881,3184,8183,14913,0,14002,20
Apr-19,134,23,607,0,1115,698,132,2815,49,428,8,164,41212,1965,18401,98,18,410,387,3804,1400,26046,148643,14966,2,2046,3154,8258,14264,1,13538,21
May-19,135,23,598,0,1194,713,103,2790,220,446,8,164,42667,2184,18820,97,16,412,407,3910,1432,27639,154747,15914,2,2080,3260,8627,14708,0,13989,25
Jun-19,143,23,498,0,1334,606,118,2908,312,414,7,159,42215,2300,16345,95,16,380,386,3784,1385,26425,149320,15562,2,1912,3118,8087,13643,1,13260,23
Jul-19,140,23,500,0,1544,713,136,2909,141,421,8,165,44294,2623,17354,97,15,391,403,3588,1417,27082,157477,15791,2,1857,3118,8669,13903,1,13709,22
Aug-19,141,23,553,1,1586,713,135,2740,195,435,7,165,45329,2796,17448,98,16,398,405,3949,1413,28243,159339,16190,2,1849,3097,8637,11834,1,13611,23
Sep-19,140,23,572,1,1598,703,135,2733,209,423,7,160,42788,2651,18106,93,14,381,407,3867,1382,29119,155728,15494,1,1804,2948,8745,13482,1,13200,22
Oct-19,147,23,587,0,1809,704,141,2781,192,462,7,160,46445,2653,18643,96,19,393,362,3883,1431,29594,163072,17234,2,1971,3051,9118,14718,1,13362,24
Nov-19,142,23,546,1,1656,686,137,2594,145,397,6,156,45571,2337,17325,96,16,393,344,3791,1398,29850,159819,16904,1,2005,2807,8928,14523,1,12749,22
Dec-19,148,23,570,0,1608,736,144,2792,430,418,6,158,45780,2596,17427,96,18,400,342,3852,1411,30571,166665,16692,0,1994,2970,9363,14922,1,13123,23
Jan-20,150,23,578,0,1662,741,137,2733,109,437,7,161,43371,2393,16425,96,20,392,394,3665,1401,32823,167659,16117,0,1918,3039,8933,14956,1,13194,22
Feb-20,139,22,519,0,1553,634,123,2554,345,387,6,151,41378,2015,16214,89,13,364,382,3331,1304,31736,155408,14621,0,1736,2810,8045,13823,1,12370,1
Mar-20,147,23,471,0,1545,665,115,2682,103,414,8,155,43706,2184,17013,91,14,378,415,3489,1341,34444,168542,15254,0,1943,3042,8769,14556,0,13061,19
Apr-20,114,23,428,0,1269,462,95,2272,190,281,11,107,36504,1796,14764,78,6,363,310,2991,1112,31638,155234,14828,0,1611,2460,7306,13881,0,12403,22
May-20,35,23,449,0,1311,340,62,2029,217,128,5,57,26788,1852,11141,76,6,181,283,2345,784,27593,136508,14596,0,1263,2205,5099,12528,0,12282,15
Jun-20,69,23,384,0,1491,637,142,2162,88,301,7,137,26158,2123,13780,80,13,277,344,2708,1143,28370,139026,13513,0,1410,2335,6666,10829,0,11752,17
Jul-20,122,23,377,0,1446,656,127,2270,169,412,6,153,31868,2291,14764,106,15,363,348,3149,1197,30324,146957,13977,0,1643,2710,7418,13764,0,12015,16
Aug-20,122,23,428,0,1615,620,123,2291,225,384,5,161,35711,2070,14239,87,15,380,326,2645,1197,31163,145562,13804,0,1586,2778,7588,13751,0,11790,20
Sep-20,108,23,471,0,1707,595,117,2219,183,394,5,154,36229,1934,13302,85,14,334,342,2528,1169,30849,139189,12551,0,1534,2594,7404,13252,0,11362,18
Oct-20,113,23,461,0,1760,611,119,2249,280,378,6,152,37644,1802,13018,85,13,379,349,2441,1184,33786,144015,12247,0,1561,2572,7386,14240,0,11589,16
Nov-20,117,23,409,0,1632,566,114,2188,78,351,5,151,36169,1628,13479,84,15,324,343,2594,1146,33284,139581,11717,0,1463,2603,7099,13919,0,11105,17
Dec-20,127,23,463,0,1698,623,122,2242,279,376,5,152,36194,1733,13413,94,22,337,354,2890,1148,33075,143192,11775,0,1487,2654,7364,14352,0,11428,16
